publication_number,title,claim1,label
US-8944978-B2,Ergonomic pull handle and associated exercise methods,"1. An ergonomic pull handle, comprising:
    a handle body incorporating a primary gripping surface;
    said primary gripping surface ergonomically shaped to fit a user's hand for enhanced grip comfort and minimized strain during pulling exercises;
    a non-slip material applied to said primary gripping surface; and
    a connector element affixed to the handle body, said connector element adapted for selective attachment to a resistance source.",refine
US-8795539-B2,Block copolymer and method of forming patterns by using the same,"1. A method for generating a nanometer-scale pattern on a substrate, including:
    supplying a substrate;
    applying a block copolymer composition onto the substrate, said block copolymer composition comprising a block copolymer possessing at least a first block and a second block that are chemically distinct and mutually immiscible; and
    processing the block copolymer composition to effect microphase separation of the first block and the second block, thereby creating an ordered pattern of recurring features on the substrate.",refine
US-8572876-B2,Systems and methods for detecting use of an electronic control device,"A system for monitoring utilization of an electronic control device, the system comprising:
a data acquisition module configured to obtain data associated with an operation of an electronic control device;
a processing module communicatively coupled to the data acquisition module, the processing module arranged to analyze the acquired data to identify a usage event of the electronic control device;
wherein the processing module is further configured to ascertain at least one characteristic of the identified usage event; and
an output module communicatively coupled to the processing module, the output module arranged to generate an indication of the identified usage event.",refine
US-8186930-B2,Apparatus for moving a wheelchair into and out of a vehicle,"An apparatus for transferring a wheelchair to and from a vehicle, the apparatus comprising:
a vehicle mounting assembly adapted to affix the apparatus to a vehicle;
a wheelchair engagement assembly designed to releasably retain a wheelchair;
a support structure mechanically joined to the vehicle mounting assembly, said support structure arranged to define a path of travel for the wheelchair engagement assembly;
a drive mechanism operably connected to the wheelchair engagement assembly and said support structure, wherein the drive mechanism is configured to propel the wheelchair engagement assembly along the path of travel between an external position outside the vehicle and an internal position inside the vehicle; and
a control unit functionally linked to the drive mechanism, said control unit adapted to selectively activate the drive mechanism to commence and halt movement of the wheelchair engagement assembly.",refine
US-9715021-B2,Radiation imaging apparatus and radiation imaging system,"A system for radiation imaging, including a radiation detector arranged to detect radiation and convert it into an electrical signal; a signal processing unit operatively coupled to the radiation detector, said signal processing unit configured to process the electrical signal from the radiation detector; and an image output unit operatively coupled to the signal processing unit, said image output unit configured to produce image data based on the processed electrical signal.",refine
US-7798497-B2,Tight package sensor seal,"A sealing device for a package, comprising:
a unitary seal body arranged for placement between an interior of the package and an external environment;
the seal body including a first sealing surface adapted to engage a corresponding surface of the package;
and a second sealing surface adapted to circumferentially engage an outer surface of a sensor;
wherein the first sealing surface and the second sealing surface are designed to establish a fluid-tight seal upon compression of the sealing device between the package and the sensor.",refine
US-8835196-B2,Method for producing transparent conductive film and method for manufacturing solar cell,"A method for fabricating a transparent conductive film, comprising:
supplying a transparent substrate;
depositing a layer of a transparent conductive material precursor on a surface of the transparent substrate via a vapor deposition process; and
subsequently treating the deposited layer to transform the transparent conductive material precursor into a transparent conductive film, wherein the transparent conductive film possesses an average visible light transmittance of at least 80% across the visible spectrum and a sheet resistance of less than 200 ohms per square.",refine
US-9274334-B2,"Dust removal system, image capture device and dust removal vibration method thereof","An image capture device, comprising:
an image sensor arranged to acquire an image;
a dust-clearing element disposed in an optical path of the image sensor;
a vibration mechanism mechanically linked to the dust-clearing element, said mechanism configured to impart vibration to the dust-clearing element; and
a control unit operatively connected to the vibration mechanism, said control unit configured to activate the vibration mechanism to cause vibration of the dust-clearing element to dislodge dust particles therefrom.",refine
US-9846529-B2,Method for processing information and electronic device,"A method for information processing, comprising:
obtaining, by an electronic device, input data from one or more sources;
processing the received input data based on a predefined processing logic, thereby generating processed information; and
producing an output based on the processed information, wherein the output is adapted to alter an operational state of the electronic device or an external system.",refine
US-9663207-B2,Paddle apparatus for watercraft,"1. An apparatus, comprising:
    a handle portion adapted for user gripping;
    an elongated shaft with a first and a second end, its first end joined to the handle portion; and
    a blade portion affixed to the second end of the elongated shaft, said blade portion arranged to interact with water to propel a watercraft.",refine
US-6714831-B2,Paint defect automated seek and repair assembly and method,"An assembly for automated detection and repair of paint defects on a workpiece having a painted surface, the assembly comprising:
an inspection unit configured to scan the surface of the painted workpiece to detect one or more paint defects thereon, the inspection unit comprising at least one optical sensor and a defect analysis module operable to identify the type, size, and location of said one or more paint defects;
a repair unit comprising at least one repair tool configured to perform a corrective action corresponding to the identified type, size, and location of said one or more paint defects;
a robotic manipulator system mechanically coupled to at least one of said inspection unit and said repair unit, the robotic manipulator system configured to precisely position said inspection unit for scanning and said repair unit for executing the corrective action;
a control unit communicatively coupled to said inspection unit, said repair unit, and said robotic manipulator system, the control unit comprising a processor and memory, the control unit configured to receive defect data from said inspection unit, generate a repair plan based on said defect data, and execute the repair plan by controlling said robotic manipulator system and said repair unit; and
a workpiece positioning system configured to present the workpiece having the painted surface to said inspection unit and said repair unit.",refine
US-9035330-B2,Organic light-emitting display device and method of manufacturing the organic light emitting display device,"1. An organic light-emitting display device, including:
    a substrate;
    an anode layer positioned over the substrate;
    a hole injection layer situated above the anode layer;
    a hole transport layer disposed over the hole injection layer;
    an emissive layer formed over the hole transport layer;
    an electron transport layer disposed over the emissive layer;
    an electron injection layer positioned above the electron transport layer;
    a cathode layer disposed over the electron injection layer; and
    at least one encapsulation layer positioned over the cathode layer.",refine
US-7680239-B2,Shift register and driving method thereof,"1. A shift register, comprising:
a series of serially connected stages, each stage comprising a data storage element and including a data input and a data output;
a primary data input connected to the data input of a first stage of the series of serially connected stages;
wherein the data output of each stage, excluding a final stage, is connected to the data input of a subsequent stage;
a clock input adapted to receive a main clock signal;
a control signal generation circuit, connected to the clock input, that generates a plurality of distinct stage control signals based on the main clock signal and at least one initial control input; and
wherein each stage of the series of serially connected stages is adapted to update its data storage element with a data value from its data input and to convey its stored data value to its data output in response to a corresponding one of the plurality of distinct stage control signals.",refine
US-7433725-B2,Dual purpose multi-brand monopole antenna,"An antenna apparatus, comprising:
a monopole radiating element featuring a primary conductor extending from a feed point;
a ground plane electromagnetically coupled to said monopole radiating element;
a feed network connected to said monopole radiating element and said ground plane;
wherein said monopole radiating element is configured to exhibit a plurality of distinct resonant frequencies, which thereby enables multi-band operation across a plurality of communication frequency bands; and
wherein said monopole radiating element is additionally structured to provide a first antenna function optimized for a first communication purpose and a second antenna function optimized for a second communication purpose, the second communication purpose being distinct from the first communication purpose.",refine
US-6313860-B1,Letter printing method using line thermal head,"1. A method for printing characters using a line thermal head, the method comprising:
receiving input data indicative of characters for printing;
generating a set of print data rows, where each print data row corresponds to a scan line of a character image;
positioning a print medium adjacent to a line thermal head, the line thermal head comprising a plurality of heating elements spanning a print width;
progressively moving the print medium relative to the line thermal head;
for each respective print data row, selectively energizing a subset of the plurality of heating elements according to the corresponding print data row as the print medium is advanced, thereby forming a line of dots on the print medium; and
iterating said progressive movement and said selective energizing to produce one or more complete characters on the print medium.",refine
US-8340810-B2,Robotic storage library with queued move instructions and method of queuing such instructions,"A robotic storage library comprising:
a plurality of storage locations adapted to store a plurality of media items;
at least one robotic handler adapted to retrieve and deposit media items from and into the plurality of storage locations; and
a control system coupled to the at least one robotic handler, the control system comprising a processor and a memory, the memory maintaining a queue of move instructions, the processor configured to receive requests for media item movements, the processor further configured to create a plurality of move instructions in response to the received requests, the processor further configured to add said plurality of move instructions to the queue, the processor further configured to retrieve move instructions from the queue, and the processor further configured to transmit the retrieved move instructions to the at least one robotic handler for execution.",refine
US-7809556-B2,Error conceal device and error conceal method,"An error concealment apparatus, comprising:
  an input interface configured to receive a data stream;
  an error detection module configured to identify an error within the received data stream, said error indicating missing or corrupted data;
  a concealment module operatively coupled to the error detection module, said concealment module configured to, upon identification of an error, ascertain a concealment technique based on characteristics of the detected error and available contextual data associated with the data stream, and generate replacement data using the ascertained concealment technique; and
  an output interface communicatively coupled to the concealment module, said output interface configured to output a processed data stream, wherein the generated replacement data is inserted into the processed data stream in place of the detected error.",refine
US-9690456-B2,Method for controlling window and electronic device for supporting the same,"1. A method to control a graphical user interface window, the method comprising:
    displaying, by an electronic device, a graphical user interface window on its display;
    receiving, by the electronic device, user input associated with the displayed graphical user interface window;
    determining, by the electronic device, a control operation for the graphical user interface window based on the received user input and at least one context parameter of the electronic device or the graphical user interface window;
    executing, by the electronic device, the determined control operation on the graphical user interface window; and
    updating its display to reflect the executed control operation.",refine
US-7922418-B2,Mounting assembly,"A mounting assembly comprising:
a base member arranged to be secured to a support surface;
a device engagement member arranged to securely hold an electronic device; and
an interconnection mechanism configured to releasably couple the device engagement member to the base member, the interconnection mechanism permitting adjustment of an orientation of the device engagement member relative to the base member, and comprising a locking feature configured to selectively fix the orientation of the device engagement member relative to the base member.",refine
US-6952352-B2,Integrated circuit chip package with formable intermediate 3D wiring structure,"An integrated circuit chip package, comprising:
an integrated circuit chip;
a package substrate; and
a formable intermediate 3D wiring structure interposed between the integrated circuit chip and the package substrate;
wherein the formable intermediate 3D wiring structure incorporates a plurality of electrically conductive traces, said electrically conductive traces being shaped into a three-dimensional configuration; and
wherein the formable intermediate 3D wiring structure is configured to electrically couple the integrated circuit chip to the package substrate, and is formed from a material having sufficient plasticity for its shaping into the three-dimensional configuration.",refine
US-6584483-B1,System and method for efficient hardware implementation of a perfect precision blending function,"A system for efficient hardware execution of a perfect precision blending function, comprising:
an input interface configured for receiving a plurality of input data operands, each with a specified input precision, and at least one blending factor having a specified blending factor precision;
a blending processing unit coupled to said input interface, said blending processing unit having dedicated hardware logic circuitry configured to:
    produce a first intermediate product by multiplying a first input data operand from said plurality of input data operands by said at least one blending factor;
    produce a second intermediate product by multiplying a second input data operand from said plurality of input data operands by a complement of said at least one blending factor;
    form a preliminary blended result by adding said first intermediate product and said second intermediate product; and
    scale said preliminary blended result to attain a target output precision;
    wherein said dedicated hardware logic circuitry is arranged to preserve an intermediate precision for said first intermediate product, said second intermediate product, and said preliminary blended result that is adequate to prevent loss of significant bits from said input data operands and said blending factor during said multiplying and adding operations, thus ensuring perfect precision blending; and
an output interface coupled to said blending processing unit, said output interface arranged to supply a blended output data operand with said target output precision.",refine
US-6259308-B1,Optical coupling semiconductor switching circuit,"A semiconductor switching circuit comprising:
an input terminal adapted to receive a control signal;
a drive circuit coupled to the input terminal and arranged to generate an electrical signal in response to the control signal;
an optical emitter coupled to the drive circuit and arranged to emit light responsive to the electrical signal;
an optical detector physically separated from the optical emitter and adapted to receive the emitted light and produce a detected electrical signal;
a semiconductor switching element coupled to the optical detector and configured to regulate current flow through an output path responsive to the detected electrical signal; and
an output terminal connected to the semiconductor switching element, whereby the optical emitter and the optical detector are galvanically isolated.",refine
US-6909848-B2,Self-adjusting bit rate transducer in optical transmission system,"A self-adjusting bit rate transducer for an optical transmission system, said transducer comprising:
    an optical input adapted to receive an incoming optical signal;
    a bit rate detection unit coupled to the optical input, said bit rate detection unit configured to ascertain a present bit rate of the incoming optical signal;
    a processing unit coupled to the bit rate detection unit, said processing unit configured to establish a target bit rate for an outgoing optical signal based on said present bit rate of the incoming optical signal and at least one operational parameter of the optical transmission system;
    a bit rate conversion unit coupled to the processing unit, said bit rate conversion unit configured to transform the incoming optical signal to an outgoing optical signal exhibiting the established target bit rate; and
    an optical output coupled to the bit rate conversion unit, said optical output configured to output the outgoing optical signal.",refine
US-8791606-B2,System and method to detect child presence,"A system for detecting child presence, comprising:
a sensing module configured to acquire environmental data reflecting presence within an environment;
a processing unit in communication with the sensing module, the processing unit configured for analyzing the environmental data to assess a probability of child presence within the environment;
a memory module coupled to the processing unit, the memory module storing executable instructions which, when executed by the processing unit, cause the unit to perform analysis algorithms for distinguishing child presence from non-child presence; and
an output module coupled to the processing unit, the output module arranged to generate an alert when the probability of child presence surpasses a predefined threshold.",refine
US-9326140-B2,Method and system for implementing an advanced mobile authentication solution,"A method for performing an advanced mobile authentication process, comprising:
gathering, by a mobile client application running on a mobile device, a plurality of distinct authentication attributes, comprising at least one dynamic attribute obtained from a sensor of the mobile device;
establishing, by the mobile device, a secure communication channel with an authentication server;
transmitting, by the mobile device over the secure communication channel, an authentication request that includes the plurality of distinct authentication attributes;
receiving, by the authentication server from the mobile device, the authentication request;
assessing, by the authentication server, the plurality of distinct authentication attributes alongside pre-registered user data and contextual information relevant to the authentication request;
computing, by the authentication server, a composite authentication score derived from said assessment;
comparing, by the authentication server, the composite authentication score with respect to a predefined security threshold; and
providing, by the authentication server to the mobile device, an authentication decision responsive to said comparison.",refine
US-9111830-B1,Perforated blocking layer for enhanced broad band response in a focal plane array,"A focal plane array comprising:
a photodetector array; and
a blocking layer optically coupled to said photodetector array, said blocking layer comprising a plurality of perforations formed therethrough;
wherein said plurality of perforations are arranged to transmit a wide band of incident radiation to said photodetector array, thereby enhancing a broad band response of the focal plane array.",refine
US-7460783-B2,Method and apparatus for dynamic provisioning of reliable connections in the presence of multiple failures,"A method for dynamically establishing reliable connections within a network system despite multiple failures, the method comprising:
observing a network system for failure events;
identifying multiple concurrent or successive failure events within the network system;
ascertaining a current operational state of the network system following the detection of said failure events;
discovering available network resources and viable paths within the network system based on the current operational state;
formulating one or more potential connection configurations for a dependable connection between a source and a destination, utilizing the discovered available network resources and viable paths, wherein each configuration is designed to mitigate the impact of the multiple failure events and ensure a predefined level of reliability;
choosing an optimal connection configuration from the one or more potential connection configurations according to one or more optimization criteria; and
implementing the reliable connection within the network system in accordance with the chosen optimal connection configuration.",refine
US-8541070-B2,Media for inkjet web press printing,"A printing medium for inkjet web presses, comprising:
a continuous web substrate possessing a first surface and a second surface;
said continuous web substrate exhibiting a basis weight suited for high-speed web press handling and a dimensional stability that resists curling or cockling during inkjet printing and subsequent drying; and
at least one ink-receiving layer positioned on the first surface of the continuous web substrate;
said at least one ink-receiving layer including a porous pigment and a polymeric binder, wherein the weight ratio of said porous pigment to said polymeric binder is optimized to attain a desired ink absorption rate and an open time conducive to print head maintenance;
wherein the medium, when printed with aqueous inkjet inks at characteristic web press speeds, exhibits a rapid ink drying time adequate to prevent set-off or smearing prior to subsequent processing steps, a controlled dot gain to preserve high image resolution, an extensive color gamut, and a post-print rub resistance sufficient for commercial finishing operations.",refine
US-9508265-B2,Methods and systems for wind mitigation in autonomous parafoil guidance,"A method for autonomously guiding a parafoil, comprising:
obtaining, by a control system, flight state data pertaining to the parafoil;
obtaining, by the control system, environmental data including wind conditions;
ascertaining, by the control system, a projected wind-induced perturbation affecting the parafoil, utilizing the flight state data and the environmental data;
generating, by the control system, a guidance command for the parafoil, said guidance command being configured to counteract the ascertained projected wind-induced perturbation and for steering the parafoil toward a target destination; and
dispatching, by the control system, the guidance command to an actuator system of the parafoil for subsequent execution.",refine
US-7172004-B1,Apparatus for applying compressible gasket to beams,"An apparatus for applying a compressible gasket to a beam, comprising:
a gasket supply mechanism adapted to store a length of compressible gasket material and to advance the gasket material along a feed path;
an application head located downstream of the gasket supply mechanism along the feed path, the application head adapted for receiving the gasket material;
a pressing mechanism operatively connected to the application head, the pressing mechanism arranged to press the gasket material onto a surface of a beam;
a positioning mechanism configured to enable relative movement between the application head and the beam for applying the gasket along a predetermined length of the beam; and
a cutting mechanism arranged to cut the gasket material to a predetermined length subsequent to its application to the beam.",refine
US-7011562-B2,Organic electroluminescence display panel and method for sealing the same,"An organic electroluminescent display panel, comprising:
a substrate;
an array of organic electroluminescent elements arranged over the substrate, each organic electroluminescent element comprising an anode, an organic emissive layer, and a cathode, said organic emissive layer being located between said anode and said cathode; and
a sealing structure hermetically enclosing said array of organic electroluminescent elements and at least a section of said cathode, thereby preventing the ingress of moisture and oxygen into said organic electroluminescent elements.",refine
US-9399487-B2,Vehicle body front portion structure,"A vehicle body forward section assembly, including:
a pair of longitudinal side members;
a bumper beam disposed forward of the pair of longitudinal side members;
a pair of impact absorbing members, each impact absorbing member coupled between a respective one of said longitudinal side members and the bumper beam; and
at least one cross member connecting the pair of longitudinal side members.",refine
US-9793633-B2,Electrical connector with a grounding bar connecting the terminals of a plurality of ground contact wafers and shielding braids of cables,"An electrical connector, comprising:
a housing;
a plurality of ground contact wafers situated within the housing, each wafer having a ground contact terminal;
a grounding bar positioned within the housing;
wherein the grounding bar electrically connects with the ground contact terminals of the plurality of ground contact wafers; and
wherein the grounding bar is arranged for electrical connection to shielding braids of a plurality of cables.",refine
US-7181974-B2,Moisture-protected pressure sensor,"A moisture-sealed pressure sensor comprising:
a pressure sensing element configured to produce an electrical signal responsive to a sensed pressure; and
a moisture-impermeable enclosure substantially enveloping said pressure sensing element, wherein said enclosure is configured to preclude ingress of moisture to said pressure sensing element.",refine
US-7047002-B2,Poll scheduling for emergency calls,"A method for dynamically managing polling schedules for emergency calls, comprising:
receiving an emergency call from a caller device;
ascertaining multiple emergency call characteristics pertaining to the emergency call, such characteristics including at least one of call severity, caller location, available emergency responder resources, or network congestion;
dynamically generating a polling schedule to monitor the emergency call or its response status based on the ascertained emergency call characteristics, said polling schedule specifying at least one of a polling frequency, a polling interval, or a polling duration;
conducting a series of polls in accordance with the dynamically generated polling schedule, each poll designed to collect real-time status data pertinent to the emergency call or an associated emergency response;
evaluating the collected real-time status data; and
initiating an action based on the evaluated real-time status data, said action including at least one of adjusting the polling schedule, dispatching additional emergency resources, updating emergency personnel, or alerting a central emergency management system.",refine
US-8154488-B2,Liquid crystal display module having contact protrusion between top chassis and bottom chassis,"A liquid crystal display module, comprising:
an upper chassis;
a lower chassis; and
a contact element positioned between the upper chassis and the lower chassis.",refine
US-7605148-B2,Aqueous oral solution of bisphosphonic acid,"1. An aqueous oral solution comprising:
a therapeutic amount of a pharmaceutically acceptable bisphosphonic acid or its pharmaceutically acceptable salt;
water serving as a solvent; and
at least one pharmaceutically acceptable excipient;
wherein the bisphosphonic acid or its pharmaceutically acceptable salt is fully dissolved in the water to yield a clear solution appropriate for oral administration.",refine
US-6812780-B2,Filter circuit and detection circuit having filter circuit,"A detection circuit, comprising:
an input terminal adapted for receiving an input signal;
a filter circuit coupled to the input terminal, said filter circuit comprising a combination of at least one reactive element and at least one resistive element, said combination forming a frequency-selective network adapted to diminish unwanted frequency components within the input signal and delivering a filtered signal at an output thereof; and
a detection stage connected to the filter circuit's output, said detection stage arranged to evaluate a characteristic of the filtered signal and producing a detection output corresponding to said characteristic.",refine
US-6277711-B1,Semiconductor matrix formation,"1. A method for fabricating a semiconductor matrix, comprising:
    obtaining a substrate;
    depositing a semiconductor layer on the substrate;
    patterning the semiconductor layer, thereby defining a plurality of discrete semiconductor elements configured as a matrix;
    depositing an insulating layer disposed over the plurality of discrete semiconductor elements; and
    creating a plurality of conductive interconnections, each such interconnection electrically connected to at least one of the plurality of discrete semiconductor elements.",refine
US-8337248-B1,Connector assembly,"A connector assembly, comprising:
a first connector housing;
a second connector housing;
the first connector housing presenting a first mating interface;
the second connector housing presenting a second mating interface complementary to the first mating interface;
wherein the first mating interface and the second mating interface are adapted to mechanically engage when the first connector housing is inserted into the second connector housing;
and wherein the connector assembly is operable to establish an electrical connection between a first electrical conductor and a second electrical conductor when the first and second connector housings are mechanically engaged.",refine
US-9341741-B2,Electronic device with temperature and humidity sensor and method for determining humidity value,"An electronic device comprising:
a temperature sensor generating a temperature signal indicative of an ambient temperature;
a humidity sensor generating a raw humidity signal indicative of an ambient humidity;
a processor operatively coupled with the temperature sensor and the humidity sensor, the processor configured to receive the temperature signal and the raw humidity signal, and to subsequently determine a compensated humidity value by processing the raw humidity signal with a temperature-compensation algorithm, utilizing the received temperature signal;
a memory unit in communication with the processor, for storing instructions for the temperature-compensation algorithm and for storing the determined compensated humidity value; and
an output interface linked to the processor, for presenting the compensated humidity value.",refine
US-9513919-B2,Method and apparatus for speculative decompression,"A method of speculative decompression of a compressed data stream, comprising:
obtaining a compressed data stream;
speculatively identifying a prospective decompression operation for a segment of the compressed data stream, such speculative determination occurring before a confirmed requirement for said prospective operation;
executing decompression of said segment of the compressed data stream based on the speculatively identified prospective decompression operation;
confirming the speculatively identified prospective decompression operation; and
in response to a successful confirmation, employing the decompressed segment of the compressed data stream;
alternatively, if validation is unsuccessful, executing a non-speculative decompression of said segment of the compressed data stream.",refine
US-9647335-B1,Joint beamforming in point-to-point wireless communication networks,"A method for joint beamforming in a point-to-point wireless communication network, comprising:
transmitting a pilot signal from a transmitter having a transmit antenna array;
receiving the pilot signal at a receiver having a receive antenna array, and estimating channel state information (CSI) for a wireless channel connecting the transmitter and the receiver;
determining, at the receiver, a receive beamforming vector utilizing the estimated CSI;
generating, at the receiver, feedback information from the estimated CSI, the feedback information representing preferred transmit beamforming characteristics;
sending the feedback information from the receiver to the transmitter;
receiving, at the transmitter, the feedback information and calculating a transmit beamforming vector from the received feedback information;
applying, at the transmitter, the determined transmit beamforming vector to a data stream, thereby generating a transmit beamformed signal;
sending, from the transmitter, the transmit beamformed signal to the receiver;
obtaining, at the receiver, the transmit beamformed signal; and
utilizing, at the receiver, the determined receive beamforming vector on the received transmit beamformed signal to recover a data stream.",refine
US-6522226-B2,Transparent metallic millimeter-wave window,"A transparent metallic millimeter-wave window comprising:
a substantially optically transparent substrate;
a patterned metallic layer disposed on the substantially optically transparent substrate, the patterned metallic layer comprising an array of conductive metallic elements defining multiple apertures;
wherein the dimensions and arrangement of the metallic elements and apertures are structured to render the window substantially optically transparent to visible light and substantially transparent to millimeter-wave radiation within a millimeter-wave frequency range.",refine
US-6310185-B1,Recombinant human anti-Lewis Y antibodies,"An isolated recombinant human antibody or an antigen-binding fragment thereof, which specifically binds to the Lewis Y antigen; wherein said antibody or antigen-binding fragment includes a heavy chain variable region and a light chain variable region that together confer this specific binding; and wherein said antibody or antigen-binding fragment originates from human immunoglobulin sequences.",refine
US-8085847-B2,Method for compressing/decompressing motion vectors of unsynchronized picture and apparatus using the same,"A method for compressing motion vectors of an unsynchronized picture, the method comprising:
    obtaining motion vectors for blocks of an unsynchronized image, said image lacking a standard temporal reference frame for motion vector prediction;
    determining, for a current block in the unsynchronized image, a predicted motion vector for its current motion vector, said predicted motion vector being derived from at least one of spatially adjacent motion vectors within the unsynchronized image or motion vectors from a non-temporally aligned reference source;
    computing a motion vector difference by subtracting the predicted motion vector from the current motion vector; and
    encoding the motion vector difference to yield compressed motion vector data for the unsynchronized image.",refine
US-6526294-B1,Automatic control circuit for enabling and disabling the supply voltage in a short range wireless device,"An automatic control circuit for managing power to a short-range wireless device, said circuit comprising:
a detection module configured to identify a specified short-range wireless communication trigger condition;
a controller operably coupled to the detection module, said controller configured to obtain input from the detection module and to determine, based on said input, whether to activate or deactivate the supply voltage; and
a power switching module operably coupled to the controller and configured to selectively deliver the supply voltage to the short-range wireless device;
wherein the controller is further configured to command the power switching module to enable the supply voltage to the short-range wireless device upon determining the presence of the specified short-range wireless communication trigger condition; and
wherein the controller is further configured to command the power switching module to disable the supply voltage to the short-range wireless device upon determining the absence of the specified short-range wireless communication trigger condition for a predefined period.",refine
US-9196540-B2,FinFET structure with novel edge fins,"A FinFET structure, comprising:
a semiconductor substrate;
a plurality of semiconductor fins extending from the semiconductor substrate, said fins comprising at least one inner fin and at least one edge fin, the at least one edge fin located at a periphery of an active device region on the semiconductor substrate;
a gate dielectric layer conformally formed over sidewalls and a top surface of each of said semiconductor fins;
a gate electrode formed over the gate dielectric layer, the gate electrode enveloping a channel region of each of said semiconductor fins;
source and drain regions situated at opposing ends of the channel region for each of said semiconductor fins; and
wherein the at least one edge fin exhibits a non-uniform cross-sectional profile along its vertical extent, said profile having a wider base section and a narrower upper section, wherein the wider base section is at least partly situated within an adjacent shallow trench isolation (STI) region surrounding the active device region.",refine
US-7226448-B2,Cardiac treatment devices and methods,"1.  A device for addressing a cardiac condition, comprising:
    a catheter body having a proximal end and a distal end, wherein the distal end is configured for intravascular delivery to a cardiac region of a patient;
    at least one sensor positioned at or near the distal end of the catheter body, the at least one sensor arranged to detect at least one physiological parameter associated with the cardiac condition;
    at least one therapy delivery element situated at or near the distal end of the catheter body, the at least one therapy delivery element adapted to deliver a therapeutic intervention to the cardiac region; and
    a control unit operatively coupled to the at least one sensor and the at least one therapy delivery element, the control unit arranged to receive data from the at least one sensor and, based on the received data, further adapted to activate the at least one therapy delivery element to deliver the therapeutic intervention.",refine
US-6452196-B1,Power supply hardening for ion beam systems,"A power supply system for an ion beam system, comprising:
an input stage configured to accept an unregulated power source;
a conditioning circuit electrically connected to the input stage, the conditioning circuit adapted to regulate at least one of the voltage or current of the accepted power, thereby establishing a stable intermediate power level;
an energy storage module interconnected with the conditioning circuit, the energy storage module configured to deliver energy during periods of transient load demands or input power fluctuations;
a noise suppression filter connected to at least one of the conditioning circuit and the energy storage module, the noise suppression filter configured to attenuate electrical noise components;
an output stage connected to at least one of the conditioning circuit, the energy storage module, and the noise suppression filter, the output stage configured to furnish a robust and stable power output to the ion beam system; and
a protection circuit configured to mitigate damage due to over-voltage, under-voltage, over-current, or short-circuit events;
wherein the power supply system is designed to ensure stable operation of the ion beam system notwithstanding fluctuations in the input power source or dynamic load demands.",refine
US-9422949-B2,Energy-recovery generation system for handling and carrying electric vehicle,"An energy-recovery generation system for transporting and manipulating an electric vehicle, said system comprising:
a vehicle transport apparatus adapted to mechanically engage an electric vehicle and selectively displace the electric vehicle, said selective displacement comprising at least one of lifting, lowering, accelerating, or decelerating the electric vehicle;
a regenerative power conversion unit mechanically coupled to the vehicle transport apparatus, said regenerative power conversion unit adapted to produce electrical energy from mechanical energy derived from the vehicle transport apparatus during at least one of lowering the electric vehicle or decelerating the electric vehicle;
a power conditioning circuit electrically coupled to the regenerative power conversion unit, said power conditioning circuit adapted to regulate and refine the generated electrical energy; and
an energy storage subsystem electrically coupled to the power conditioning circuit, said energy storage subsystem adapted to acquire and retain the conditioned electrical energy for later utilization.",refine
US-9109907-B2,Vehicle position recognition apparatus and method using image recognition information,"A vehicle position detection system, comprising:
an image capture unit configured to acquire image data depicting an exterior environment of a vehicle;
an image processing unit configured to analyze the acquired image data to produce recognition information for identifying environmental features; and
a positioning unit configured to ascertain a current location of the vehicle utilizing the produced recognition information.",refine
US-7088324-B2,Liquid crystal display driver and method thereof,"A liquid crystal display driver, comprising:
an input interface adapted to receive display data and control signals from an external source;
a data processing unit coupled to the input interface, operable to process said received display data, wherein said processing encompasses at least one of gamma correction, dithering, or color space conversion;
a timing controller operatively connected to the data processing unit, arranged to generate timing signals for synchronizing display operations and enabling driving waveform generation; and
a display output stage communicatively linked to the timing controller and the data processing unit, adapted to generate a set of pixel driving voltages to energize pixels of a liquid crystal display panel based on the processed display data and the generated timing signals.",refine
US-6646105-B2,Process for treating by-product of polyarylene sulfide,"A process for treating a polyarylene sulfide production by-product, comprising:
obtaining a by-product stream derived from polyarylene sulfide synthesis;
separating said by-product stream into a solid phase and a liquid phase;
cleansing the solid phase with a washing solvent to remove impurities;
drying the washed solid phase to yield a treated solid material; and
recovering at least one valuable component from the liquid phase for subsequent use or additional processing.",refine
