publication_number,title,claim1,label
US-7940652-B1,Pseudowire protection using a standby pseudowire,"A method for pseudowire protection, comprising:
establishing an active pseudowire between a first provider edge (PE) device and a second PE device;
establishing a standby pseudowire between the first PE device and the second PE device, wherein the standby pseudowire is configured to carry service traffic upon failure of the active pseudowire;
transmitting the service traffic over the active pseudowire;
monitoring a status of the active pseudowire;
detecting a fault associated with the active pseudowire based on the monitoring; and
in response to detecting the fault, switching transmission of the service traffic from the active pseudowire to the standby pseudowire.",ai_generated
US-9662464-B2,Automatic pairing of wireless peripherals in a system such as pressure support respiratory therapy system,"A system for providing patient therapy, comprising:
a therapy delivery unit configured to provide therapy to a patient, the therapy delivery unit comprising a first wireless transceiver and a processor;
at least one wireless peripheral device configured to monitor a patient parameter or deliver therapy, the at least one wireless peripheral device comprising a second wireless transceiver; and
a non-transitory computer readable medium coupled to the processor and storing instructions, which when executed by the processor, configure the therapy delivery unit to:
automatically detect a presence of the at least one wireless peripheral device within a communication range of the first wireless transceiver; and
responsive to detecting the presence, automatically establish a secure wireless communication link between the therapy delivery unit and the at least one wireless peripheral device without user initiation of a pairing process, thereby pairing the at least one wireless peripheral device with the therapy delivery unit for use in providing patient therapy.",ai_generated
US-8120448-B2,High frequency nanotube oscillator,"An oscillator, comprising:
a nanotube resonator;
a support structure physically coupled to the nanotube resonator, wherein the nanotube resonator is configured to oscillate relative to the support structure at a high frequency;
an actuation mechanism coupled to the nanotube resonator, the actuation mechanism configured to induce mechanical oscillation of the nanotube resonator; and
a detection mechanism coupled to the nanotube resonator, the detection mechanism configured to detect mechanical oscillation of the nanotube resonator and generate an electrical output signal representative of said mechanical oscillation.",ai_generated
US-6919662-B2,Motor,"I am unable to provide legal advice or prepare actual patent claims, as this requires specific expertise in patent law and a thorough understanding of the invention and prior art. However, I can provide an example of a possible structure for a patent claim 1 for an invention titled ""Motor,"" based on a hypothetical electric motor with specific features.

Here is an example:

1. A motor comprising:
a housing defining an interior volume;
a stator assembly disposed within the interior volume of the housing, the stator assembly including a plurality of electromagnetic windings circumferentially arranged around a central axis;
a rotor assembly rotatably disposed within the stator assembly and configured to rotate about the central axis, the rotor assembly including a rotor core and a plurality of permanent magnets embedded within the rotor core, wherein the permanent magnets are arranged in a V-shape configuration within individual rotor slots to concentrate magnetic flux; and
a shaft mechanically coupled to the rotor assembly, extending outwardly from the housing, and configured to transmit rotational output, the shaft rotatably supported by at least one bearing assembly within the housing.",ai_generated
US-7349551-B2,Lapel microphone with push to talk switch,"A lapel microphone apparatus, comprising:
a housing dimensioned to be discreetly worn on an item of clothing;
a microphone element disposed within the housing, the microphone element configured to convert ambient sound into an electrical audio signal;
a push-to-talk switch mechanically coupled to the housing, the push-to-talk switch electrically coupled to the microphone element and configured to selectively enable and disable an output of the electrical audio signal from the microphone element;
an attachment mechanism coupled to the housing, the attachment mechanism configured to removably secure the housing to the item of clothing; and
an output cable electrically coupled to the microphone element and the push-to-talk switch, the output cable configured to transmit the selectively enabled electrical audio signal to an external communication device.",ai_generated
US-8248358-B2,Altering frame rates in a MEMS display by selective line skipping,"A method for altering a frame rate in a Micro-Electro-Mechanical System (MEMS) display, comprising:
selectively omitting at least one line of image data intended for display by the MEMS display during a frame period;
wherein said selective omitting of at least one line of image data alters the frame rate of the MEMS display.",ai_generated
US-7950084-B1,Multi-layer mattress with an air filtration foundation,"A multi-layer mattress comprising:
    a plurality of comfort and support layers arranged vertically to form a mattress body;
    an air filtration foundation positioned beneath at least a portion of the mattress body;
    said air filtration foundation comprising:
        a housing defining an internal air passage;
        at least one air inlet port disposed in the housing and configured to draw ambient air into the internal air passage;
        at least one air outlet port disposed in the housing and configured to discharge filtered air from the internal air passage;
        a filter element positioned within the internal air passage between the at least one air inlet port and the at least one air outlet port, said filter element configured to remove particulate matter and/or contaminants from air passing therethrough; and
        an air moving device fluidly connected to the internal air passage and configured to generate an airflow from the at least one air inlet port, through the filter element, and to the at least one air outlet port.",ai_generated
US-7863101-B2,Stacking semiconductor device and production method thereof,"A stacked semiconductor device, comprising:
a first semiconductor die comprising a first active circuit region;
a second semiconductor die comprising a second active circuit region, the second semiconductor die being vertically disposed over and physically coupled to the first semiconductor die;
a bonding interface physically coupling the first semiconductor die and the second semiconductor die;
a plurality of vertical electrical interconnects electrically coupling the first active circuit region of the first semiconductor die to the second active circuit region of the second semiconductor die;
wherein at least a portion of the plurality of vertical electrical interconnects comprises through-silicon vias (TSVs) extending through one of the first semiconductor die or the second semiconductor die; and
an external interconnect structure electrically coupled to at least one of the first semiconductor die or the second semiconductor die, the external interconnect structure configured for external signal communication.",ai_generated
US-6642935-B1,Image displaying apparatus and method thereof,"An image displaying apparatus, comprising:
an image data receiving unit configured to receive image data;
an image processing unit coupled to the image data receiving unit, the image processing unit configured to process the received image data by at least adjusting display parameters thereof;
a display panel coupled to the image processing unit, the display panel configured to render an image based on the processed image data;
a control unit coupled to at least the image processing unit and the image data receiving unit, the control unit configured to manage operation of the image displaying apparatus; and
a memory unit coupled to the image processing unit and the control unit, the memory unit configured to store program instructions executable by at least one of the image processing unit and the control unit.",ai_generated
US-7590172-B2,Low bias estimation of small signal-to-noise ratio,"A method for low bias estimation of a signal-to-noise ratio (SNR) under small SNR conditions, the method comprising:
receiving a composite signal comprising a signal component and a noise component;
obtaining a first statistical measure representing a total power of the composite signal;
obtaining a second statistical measure representing a noise power of the noise component;
employing an estimation function that combines the first statistical measure and the second statistical measure to produce an estimated signal-to-noise ratio, wherein the estimation function is specifically configured to mitigate estimation bias that arises when the signal-to-noise ratio is small; and
outputting the estimated signal-to-noise ratio as a low-bias estimate.",ai_generated
US-9156536-B1,Marine propulsion system with efficient engine speed delta,"A marine propulsion system with efficient engine speed control, comprising:
at least one marine engine configured to generate rotational power;
at least one propeller operatively coupled to the at least one marine engine;
a shaft system connecting the at least one marine engine to the at least one propeller;
at least one engine speed sensor configured to detect an actual engine speed of the at least one marine engine;
at least one operational parameter sensor configured to detect at least one operational parameter indicative of a vessel operating condition; and
a propulsion control unit (PCU) in operative communication with the at least one marine engine, the PCU configured to;
    receive the actual engine speed from the at least one engine speed sensor;
    receive the at least one operational parameter from the at least one operational parameter sensor;
    determine a target engine speed based on the actual engine speed, the at least one operational parameter, and a pre-defined efficiency criterion;
    calculate a target engine speed delta, representing a difference between the actual engine speed and the determined target engine speed, such that adjusting the actual engine speed by the target engine speed delta moves the engine towards an optimal operating point according to the efficiency criterion; and
    generate an engine control signal to adjust the actual engine speed of the at least one marine engine in accordance with the calculated target engine speed delta, thereby efficiently optimizing at least one of fuel consumption, power delivery, or emissions.",ai_generated
US-9590789-B2,Techniques for reducing communication errors in a wireless communication system,"A method for reducing communication errors in a wireless communication system, comprising:
transmitting, by a wireless communication device, a plurality of data units encoded with error control information over a wireless communication channel;
receiving, by the wireless communication device, feedback information indicative of a reception quality of the transmitted data units;
determining, by the wireless communication device, at least one characteristic of communication errors based on the received feedback information;
adaptively adjusting, by the wireless communication device, at least one communication parameter for subsequent transmissions over the wireless communication channel based on the determined at least one characteristic of communication errors; and
transmitting, by the wireless communication device, subsequent data units over the wireless communication channel using the adjusted at least one communication parameter to reduce communication errors.",ai_generated
US-8308395-B2,"Road construction machine, leveling device, as well as method for controlling the milling depth or milling slope in a road construction machine","A road construction machine, comprising:
a chassis;
a milling tool, configured to mill a road surface, operatively connected to the chassis;
an adjustment mechanism, operatively connected to the milling tool and configured to adjust a vertical position or an angular inclination of the milling tool relative to the chassis;
a leveling device, comprising:
    at least one sensor, configured to detect an actual vertical position or an actual angular inclination of the milling tool relative to a reference;
    a control unit, operatively connected to the at least one sensor and to the adjustment mechanism, the control unit being configured to receive sensor data from the at least one sensor and to generate control signals based on a comparison between the detected actual vertical position or actual angular inclination and a target milling depth or a target milling slope;
wherein the adjustment mechanism is configured to receive the control signals from the control unit and to adjust the vertical position or the angular inclination of the milling tool to achieve the target milling depth or the target milling slope.",ai_generated
US-8961969-B2,Antagonist antibodies against EphB3,"1. An isolated antibody or antigen-binding fragment thereof that specifically binds to EphB3;
wherein the antibody or antigen-binding fragment thereof antagonizes EphB3 activity.",ai_generated
US-6641251-B1,Printing system for printing in scan and print media feed directions and method of performing a printing operation,"A printing system, comprising:
a print media transport mechanism configured to advance print media along a print media feed direction;
a printhead assembly comprising at least one printhead, said printhead assembly configured to apply print fluid to said print media;
a printhead scanning mechanism coupled to said printhead assembly, said printhead scanning mechanism configured to reciprocate said printhead assembly across said print media along a scan direction, said scan direction being substantially orthogonal to said print media feed direction;
a controller communicatively coupled to said print media transport mechanism, said printhead assembly, and said printhead scanning mechanism, said controller configured to control said print media transport mechanism, said printhead assembly, and said printhead scanning mechanism to perform a printing operation;
wherein said controller is further configured to selectively configure said printing system to operate in a first mode wherein image formation on said print media progresses primarily along said scan direction, and to selectively configure said printing system to operate in a second mode wherein image formation on said print media progresses primarily along said print media feed direction.",ai_generated
US-9748707-B2,Signal transmission cable,"A signal transmission cable comprising:
at least one elongated electrical conductor configured to transmit an electrical signal;
a dielectric insulation layer concentrically disposed around each said at least one elongated electrical conductor, wherein said dielectric insulation layer comprises a foamed polymeric material configured to minimize signal attenuation at high frequencies;
a shielding layer surrounding said at least one elongated electrical conductor and said dielectric insulation layer, wherein said shielding layer comprises a laminated metallic foil wrap circumferentially enclosing said foamed polymeric material and configured to provide improved electromagnetic interference suppression; and
an outer protective jacket enclosing said at least one elongated electrical conductor, said dielectric insulation layer, and said shielding layer, wherein said outer protective jacket comprises a flame-retardant, low-smoke-zero-halogen (LSZH) compound.",ai_generated
US-6553345-B1,Universal remote control allowing natural language modality for television and multimedia searches and requests,"A universal remote control apparatus, comprising:
an input interface configured to receive natural language commands from a user;
a processing unit communicatively coupled to the input interface, the processing unit configured to process the received natural language commands, to interpret the processed natural language commands to identify a user request, wherein the user request is directed to at least one of a television function or a multimedia function, and to generate a control signal corresponding to the identified user request; and
a communication interface communicatively coupled to the processing unit, the communication interface configured to transmit the generated control signal to at least one of a television or a multimedia device.",ai_generated
US-7919194-B2,High strength steel sheet having superior ductility,"A high strength steel sheet;
said steel sheet comprising, by weight percent:
carbon from 0.05% to 0.25%;
manganese from 1.0% to 3.0%;
silicon from 0.5% to 2.5%;
aluminum from 0.01% to 1.5%;
phosphorus less than 0.03%;
sulfur less than 0.008%;
optionally, at least one alloying element selected from the group consisting of niobium, titanium, vanadium, chromium, molybdenum, boron, and nickel, each in an amount of up to 1.0% by weight;
and a remainder of iron and inevitable impurities;
wherein said steel sheet has a tensile strength of at least 980 MPa;
wherein said steel sheet has a total elongation of at least 18%; and
wherein said steel sheet has a product of tensile strength (MPa) and total elongation (%) of at least 20,000 MPa*%.",ai_generated
US-8658905-B2,Multilayer wiring substrate,"A multilayer wiring substrate, comprising:
a plurality of dielectric layers;
a plurality of wiring layers interleaved with the plurality of dielectric layers; and
a plurality of via conductors electrically connecting at least two of the plurality of wiring layers through at least one of the plurality of dielectric layers.",ai_generated
US-6399759-B1,Ant proteases and methods of inhibition,"An isolated protease, wherein said protease is derived from an ant and is capable of hydrolyzing a peptide bond, and wherein the activity of said protease is susceptible to inhibition by a protease inhibitor.",ai_generated
US-6561333-B2,Spring clutch utilizing torque slip clips,"A spring clutch comprising:
a drive member configured to receive input torque;
a driven member configured to output torque;
a clutch plate assembly disposed between said drive member and said driven member, said clutch plate assembly including at least one friction surface;
a spring mechanism configured to apply a clamping force to said clutch plate assembly to selectively engage said drive member and said driven member; and
a plurality of torque slip clips distinct from said spring mechanism, wherein each of said torque slip clips is mechanically coupled to said clutch plate assembly and configured to selectively reduce the effective clamping force applied by said spring mechanism, thereby allowing controlled relative rotational movement between said drive member and said driven member when a predetermined torque threshold is exceeded.",ai_generated
US-6661844-B2,"Adaptive method of encoding and decoding a series of pictures by transformation, and devices for implementing this method","A method for encoding and decoding a series of pictures, comprising:
    at an encoder, receiving an input series of pictures;
    analyzing at least one characteristic of said input series of pictures;
    adaptively selecting an encoding transformation scheme from a plurality of available transformation schemes based on said at least one characteristic;
    applying said selected encoding transformation scheme to encode said input series of pictures into an encoded bitstream;
    generating said encoded bitstream, wherein said encoded bitstream comprises information indicative of said selected encoding transformation scheme;
    and, at a decoder, receiving said encoded bitstream;
    extracting said information indicative of said selected encoding transformation scheme from said encoded bitstream;
    adaptively selecting a decoding transformation scheme corresponding to said extracted information;
    applying said selected decoding transformation scheme to decode said encoded bitstream into a reconstructed series of pictures;
    and outputting said reconstructed series of pictures.",ai_generated
US-6331628-B1,Process for the preparation of benzonitrile compounds,"1. A process for the preparation of a benzonitrile compound, comprising:
    contacting a benzene derivative, said benzene derivative comprising a functional group convertible to a cyano group, with a reagent capable of converting said functional group to a cyano group;
    under conditions effective to facilitate said conversion;
    thereby forming the benzonitrile compound.",ai_generated
US-6203317-B1,Orthodontic elastomeric ligature with slippery coating and method of making same,"An orthodontic elastomeric ligature, comprising;
an elastomeric body; and
a slippery coating disposed on at least a portion of the elastomeric body.",ai_generated
US-7726976-B2,Shielded electrical interconnect,"1. A shielded electrical interconnect, comprising:
    a cable core, the cable core comprising at least one electrical conductor and an insulating material surrounding the at least one electrical conductor, electrically isolating the at least one electrical conductor;
    a conductive shield layer circumferentially disposed around the cable core, wherein the conductive shield layer is configured to attenuate electromagnetic interference to and from the at least one electrical conductor;
    and an outer protective jacket enclosing the conductive shield layer.",ai_generated
US-7886567-B2,Steering rack manufacture,"A method of manufacturing a steering rack, the method comprising:
providing a metal blank;
machining the metal blank to form a main body portion having a predetermined length and cross-section;
forming a plurality of rack teeth along a longitudinal surface of the main body portion;
machining end portions of the main body portion to include connection features for tie rods;
selectively heat treating at least the plurality of rack teeth to achieve a desired hardness profile; and
finishing the surface of the steering rack to meet specified surface roughness and corrosion resistance requirements.",ai_generated
US-8744278-B2,"Method for electric power supply of optical receiver, digital signal processing circuit, and optical receiver","A method for supplying electric power within an optical receiver, the method comprising:
receiving an optical signal at a photodetector of the optical receiver;
converting the received optical signal into an electrical signal;
generating an electric power supply by deriving power from at least one of: the received optical signal, the electrical signal converted from the optical signal, or an external power source;
conditioning the generated electric power supply;
supplying the conditioned electric power supply to at least one component of the optical receiver, including a digital signal processing circuit; and
controlling at least one operational parameter of the electric power supply or power consumption of the optical receiver using the digital signal processing circuit.",ai_generated
US-7416590-B2,Water-based ink set for ink-jet recording,"A water-based ink set for ink-jet recording, comprising:
a plurality of water-based inks, said plurality of water-based inks including at least a cyan ink, a magenta ink, a yellow ink, and a black ink;
wherein each of the plurality of water-based inks comprises a colorant, water, at least one water-soluble organic solvent, and at least one surfactant;
wherein each of the plurality of water-based inks has a viscosity ranging from 1.5 mPa·s to 5.0 mPa·s at 25°C and a surface tension ranging from 25 mN/m to 45 mN/m at 25°C;
wherein the colorant in at least one of the plurality of water-based inks is a pigment;
wherein the ink set is configured for jetting onto a recording medium to form an image;
and wherein the ink set is capable of producing an image with improved print quality characteristics selected from the group consisting of optical density, color gamut, drying time, and bleed resistance.",ai_generated
US-7412512-B2,Indirect addressing method and system for locating a target element in a communication network,"A method for locating a target element in a communication network, the method comprising:
obtaining, at a source element, an indirect identifier associated with a target element in the communication network, said indirect identifier being insufficient for direct addressing of the target element within the communication network;
transmitting, from the source element, a location request to an address resolution entity in the communication network, said location request comprising the indirect identifier;
resolving, by the address resolution entity, the indirect identifier to a direct network address for the target element;
transmitting, from the address resolution entity to the source element, the direct network address; and
establishing, by the source element, communication with the target element using the received direct network address.",ai_generated
US-6568658-B2,Quick-connect railing connector,"A quick-connect railing connector, comprising:
a first connector body configured to engage a rail member;
a second connector body configured to engage a structural support member;
said first connector body comprising a male engagement feature;
said second connector body defining a female receptacle configured to receive the male engagement feature;
wherein at least one of the first connector body or the second connector body includes a resilient locking element;
said resilient locking element configured to automatically engage a corresponding retention feature upon insertion of the male engagement feature into the female receptacle;
thereby mechanically securing the first connector body to the second connector body without requiring separate tools or external fasteners for initial assembly;
wherein the secured first connector body and second connector body are configured to resist disengagement from gravitational and typical lateral forces encountered by a railing system.",ai_generated
US-9192518-B2,System for treating ophthalmic target tissue using a treatment pattern of lesions,"1. A system for treating ophthalmic target tissue, the system comprising:
    a laser source configured to generate laser energy;
    an optical beam delivery system coupled to the laser source, the optical beam delivery system configured to direct the laser energy to an ophthalmic target tissue;
    a pattern generation unit coupled to the optical beam delivery system, the pattern generation unit configured to dynamically form a treatment pattern on the ophthalmic target tissue; and
    a control unit coupled to the laser source and the pattern generation unit, the control unit configured to control emission of the laser energy from the laser source and operation of the pattern generation unit to deliver the laser energy to the ophthalmic target tissue to create a plurality of lesions thereon according to the treatment pattern.",ai_generated
US-7849444-B2,Test executive with buffer overwrite detection for parameters of user-supplied code modules,"1. An apparatus comprising:
    at least one processor;
    and memory coupled to the at least one processor, the memory storing instructions that, when executed by the at least one processor, configure the apparatus to function as a test executive by:
        receiving one or more user-supplied code modules;
        preparing parameters for execution of the one or more user-supplied code modules, wherein each parameter is associated with a memory buffer;
        executing the one or more user-supplied code modules;
        monitoring the memory buffers associated with the parameters during execution of the one or more user-supplied code modules;
        detecting a buffer overwrite condition in at least one of the monitored memory buffers;
        and providing an indication of the detected buffer overwrite condition.",ai_generated
US-7064628-B2,Crossbar switch,"1. A crossbar switch comprising:
a plurality of input lines;
a plurality of output lines;
a switching matrix comprising a plurality of switching elements, each switching element positioned at an intersection of one of the plurality of input lines and one of the plurality of output lines; and
a control unit configured to selectively actuate at least one of the plurality of switching elements to establish a connection between a selected input line and a selected output line through a corresponding actuated switching element.",ai_generated
US-7197213-B2,System and method for controlling deflection of optical beams,"What follows is an example of patent claim 1 for the given invention title. It is important to note that a real patent application would involve a much more detailed understanding of the actual invention, including its specific components, functionality, and advantages, to draft claims that accurately and broadly protect the invention.

**Claim 1**

A system for controlling deflection of optical beams, comprising:
a beam deflector configured to receive an input optical beam and to impart a deflection to the input optical beam along a deflection path; and
a controller operably coupled to the beam deflector, the controller configured to generate a control signal based on at least one predetermined parameter, wherein the control signal is transmitted to the beam deflector to adjust the deflection of the input optical beam according to the at least one predetermined parameter.",ai_generated
US-8263331-B2,Device and method for the detection of an analyte,"A device for the detection of an analyte; comprising:
a sample inlet configured to receive a sample suspected of containing the analyte;
a fluid pathway fluidly coupled to the sample inlet;
a sensing element disposed within the fluid pathway and configured to selectively interact with the analyte;
a detector communicatively coupled to the sensing element, the detector configured to generate a signal indicative of the interaction between the sensing element and the analyte;
a processing unit communicatively coupled to the detector, the processing unit configured to analyze the signal and determine the presence or concentration of the analyte; and
an output interface communicatively coupled to the processing unit, the output interface configured to present detection results.",ai_generated
US-7270781-B2,System for producing alloy containing rare earth metal,"A system for producing an alloy containing a rare earth metal, comprising:
a melting furnace configured to melt at least one base metal to form a molten base metal;
a rare earth metal introduction mechanism configured to introduce a rare earth metal or a rare earth master alloy into the molten base metal within a processing chamber;
an inert gas supply system fluidly coupled to the processing chamber, configured to maintain an inert atmosphere within the processing chamber during the introduction of the rare earth metal and subsequent alloying;
an agitation device configured to homogenize the molten alloy containing the rare earth metal;
a tapping mechanism configured to draw the homogenized molten alloy from the processing chamber; and
a casting apparatus configured to receive the homogenized molten alloy and form a solidified alloy product containing the rare earth metal.",ai_generated
US-7175411-B2,Process for the production of a cable and device for performing this process,"A process for the production of a cable, the process comprising:
    providing at least one conductor;
    applying an insulation layer over the at least one conductor to form at least one insulated conductor;
    forming a cable core using the at least one insulated conductor; and
    applying an outer protective layer over the cable core to produce the cable.",ai_generated
US-8433331-B2,Initial connection establishment in a wireless communication system,"A method for initial connection establishment in a wireless communication system, comprising:
  a wireless device identifying and synchronizing with an available network access point;
  the wireless device transmitting an initial access request message to the available network access point;
  the available network access point allocating communication resources to the wireless device based on the initial access request message; and
  the wireless device receiving an indication of the allocated communication resources from the available network access point to establish a wireless communication link.",ai_generated
US-9596676-B2,Calibration of a downlink transmit path of a base station,"A method for calibrating a downlink transmit path of a base station, the method comprising:
generating a test signal at a baseband processor of the base station;
transmitting the test signal through a downlink transmit chain of the base station;
coupling a portion of the transmitted test signal from the downlink transmit chain to a receive chain within the base station;
down-converting and digitizing the coupled portion of the transmitted test signal to generate a digitized feedback signal;
determining, based on the digitized feedback signal, one or more performance characteristics of the downlink transmit path;
comparing the one or more determined performance characteristics to one or more desired performance characteristics;
calculating one or more calibration parameters for the downlink transmit path based on the comparison; and
applying the one or more calculated calibration parameters to adjust operation of the downlink transmit path during subsequent downlink transmissions.",ai_generated
US-9395969-B2,Complex computer environment installation,"A method for installing a complex computer environment comprising a plurality of interdependent software and/or hardware components, the method comprising:
obtaining an environment definition for said complex computer environment, wherein said environment definition specifies said plurality of interdependent software and/or hardware components and their inter-component dependencies;
analyzing said environment definition to identify a structured deployment order for said plurality of interdependent software and/or hardware components based on said specified inter-component dependencies;
automatically provisioning each of said plurality of interdependent software and/or hardware components onto one or more target computing resources according to said structured deployment order;
applying specific configuration parameters to each of said provisioned components based on said environment definition; and
performing a validation check to confirm the successful and operational installation of said complex computer environment.",ai_generated
US-7070797-B2,Method of treating hematologic tumors and cancers,"A method of treating hematologic tumors and cancers, comprising administering to a subject diagnosed with a hematologic tumor or cancer a therapeutically effective amount of a pharmaceutical composition comprising an active agent; thereby treating said hematologic tumor or cancer in said subject.",ai_generated
US-9509135-B2,Fault current limiter,"A fault current limiter, comprising:
a current monitoring unit configured to measure current flowing through an electrical circuit and to detect a fault condition when the measured current exceeds a predetermined threshold;
a control unit communicatively coupled to the current monitoring unit, the control unit configured to generate a limiting activation signal upon detection of the fault condition; and
a current limiting element coupled in series with the electrical circuit and electrically coupled to the control unit, the current limiting element configured to modify an electrical characteristic of the electrical circuit in response to the limiting activation signal to reduce current flow through the electrical circuit during the fault condition.",ai_generated
US-8998652-B2,Interactive pin array device,"A device comprising:
a plurality of pins arranged in an array;
each of said plurality of pins being independently movable along a longitudinal axis;
a plurality of actuators, each actuator mechanically coupled to a respective pin of said plurality of pins and configured to selectively move said respective pin;
at least one sensor configured to detect an environmental input or a user input; and
a controller in communication with said plurality of actuators and said at least one sensor;
wherein said controller is configured to receive input data from said at least one sensor and, based on said input data, generate control signals to selectively actuate at least a subset of said plurality of actuators, thereby causing corresponding movement of at least a subset of said plurality of pins to create a dynamic tactile display or haptic feedback.",ai_generated
US-9473707-B2,Systems and methods for producing visual representations of objects,"A system for producing visual representations of objects, comprising a memory storing computer-executable instructions; and a processor coupled to the memory, the processor configured to execute the computer-executable instructions to perform operations comprising: acquiring data descriptive of an object; generating a visual representation of the object based on the acquired data; and causing a display device to present the visual representation.",ai_generated
US-8842592-B2,System and method for registration of a network access device during loss of power,"A system for registration of a network access device during loss of power, the system comprising:
a network access device, comprising a communication interface configured to transmit and receive data over a network; a power management module configured to monitor an operational power supply of the network access device; a backup power source selectively activatable to provide power to at least a portion of the network access device; and a processor coupled to the communication interface, the power management module, and the backup power source; wherein the processor is configured to:
detect a degradation in the operational power supply via the power management module, indicative of an impending power loss condition;
responsive to detecting the degradation in the operational power supply, activate the backup power source;
initiate a registration procedure with a network server over the network via the communication interface, said registration procedure configured to update a registration state of the network access device with the network server; and
transmit, using power from the activated backup power source, registration data associated with the registration procedure to the network server prior to a complete cessation of the operational power supply, thereby registering the network access device during loss of power.",ai_generated
US-9886439-B2,Archival management of database logs,"A system for archival management of database logs, the system comprising:
a log acquisition module configured to obtain database log data generated by a database system;
an archival policy module configured to establish one or more archival policies, wherein each archival policy defines criteria for identifying database log data eligible for archival;
a log archival module communicatively coupled to the log acquisition module and the archival policy module, the log archival module configured to:
    evaluate the obtained database log data against the one or more archival policies;
    select database log data that satisfies the criteria of an archival policy;
    process the selected database log data for archival, wherein processing comprises at least one of compressing the selected database log data or encrypting the selected database log data; and
    generate archival metadata descriptive of the selected database log data;
an archival storage module configured to store the processed database log data and the generated archival metadata in an archival storage system; and
a retrieval module communicatively coupled to the archival storage module, the retrieval module configured to receive a retrieval query for specific database log data and, utilizing the generated archival metadata, retrieve the specific database log data from the archival storage system.",ai_generated
US-8439525-B2,Luminaires having enhanced light distribution and applications thereof,"A luminaire, comprising:
a housing;
at least one light source disposed within the housing; and
an optical assembly supported by the housing and optically coupled to the at least one light source, the optical assembly comprising one or more optical elements specifically configured to shape and direct light emitted from the at least one light source to produce an optimized light distribution pattern over a target region.",ai_generated
US-6198214-B1,Large area spacer-less field emissive display package,"A large area field emissive display package, comprising:
a front substrate having an inner surface defining an anode electrode and a phosphor layer;
a rear substrate having an inner surface defining a cathode array comprising a plurality of field emitters;
a vacuum gap defined between the inner surface of the front substrate and the inner surface of the rear substrate;
a peripheral seal hermetically coupling the front substrate to the rear substrate to form a vacuum enclosure;
wherein said vacuum gap is maintained across a large display area without the inclusion of discrete structural spacers bridging said vacuum gap within an active display region of the display package.",ai_generated
US-8964592-B2,"Wireless terminal device, wireless communication system and control method for wireless terminal device","A wireless terminal device, comprising:
a transceiver configured to transmit and receive wireless signals;
a processor communicatively coupled to the transceiver; and
a memory communicatively coupled to the processor, wherein the memory stores instructions that, when executed by the processor, cause the wireless terminal device to monitor a wireless communication condition associated with the wireless terminal device, determine an operational parameter or mode for wireless communication based on the monitored wireless communication condition, and configure the transceiver to operate according to the determined operational parameter or mode.",ai_generated
US-6681008-B2,Automated toll-free telecommunications information service and apparatus,"I will provide a standard patent claim 1 based on the title, describing a system (apparatus).

1.  A system for providing automated toll-free telecommunications information, comprising:
    a telecommunications interface configured to receive an incoming toll-free telephone call from a remote caller;
    an interactive voice response (IVR) module coupled to the telecommunications interface, the IVR module configured to provide audio prompts to the caller and receive caller input corresponding to an information request;
    a database storing a plurality of information records;
    a processing unit coupled to the IVR module and the database, the processing unit configured to interpret the caller input to identify a requested information record from the database and retrieve the identified requested information record;
    an audio playback module coupled to the processing unit and the telecommunications interface, the audio playback module configured to convert the retrieved information record into an audio signal; and
    transmit the audio signal through the telecommunications interface to the remote caller.",ai_generated
US-7206597-B2,Transmission apparatus and auto gain control method,"A transmission apparatus for performing auto gain control, said apparatus comprising:
a signal input configured to receive an input signal;
a variable gain element coupled to the signal input, said variable gain element configured to apply a variable gain to the input signal;
a signal detector coupled to an output of said variable gain element, said signal detector configured to measure a signal level characteristic of a signal output by said variable gain element;
an output port configured to output an output signal based on the signal output by said variable gain element; and
a controller coupled to said signal detector and to said variable gain element, said controller configured to generate a gain control signal based on said measured signal level characteristic and to provide said gain control signal to said variable gain element to adjust said variable gain, wherein said gain control signal is generated to maintain said signal level characteristic of said output signal substantially constant at a predetermined target level.",ai_generated
